fr_Subject,fr_Predicate,fr_Object,Triple_ID
autorite,a,competence pour imposer des sanctions autres que la privation en rapport avec des infractions,directive_(eu)_2016_1919_en.txt
autorite,a,competence pour imposer des sanctions autres que la privation,directive_(eu)_2016_1919_en.txt
autorite autre,a,competence pour imposer des sanctions autres que la privation,directive_(eu)_2016_1919_en.txt
autorite,a,competence pour les sanctions autres que la privation de liberte en rapport avec des infractions mineures,directive_(eu)_2016_1919_en.txt
autorite,a,competence pour imposer des sanctions autres que la privation en rapport avec des infractions relativement mineures,directive_(eu)_2016_1919_en.txt
autorite autre,a,competence pour les sanctions autres que la privation en relation avec,directive_(eu)_2016_1919_en.txt
autorite,a,competence pour les sanctions autres que la privation de liberte,directive_(eu)_2016_1919_en.txt
peut cas,est dans,rapport aux infractions routieres,directive_(eu)_2016_1919_en.txt
il,serait,serait deraisonnable,directive_(eu)_2016_1919_en.txt
il,serait,dans de telles situations serait deraisonnable,directive_(eu)_2016_1919_en.txt
les autorites,assurer,droits en vertu de la directive,directive_(eu)_2016_1919_en.txt
il,serait,dans des situations serait deraisonnable,directive_(eu)_2016_1919_en.txt
autorites competentes,assurer,droits en vertu de la directive,directive_(eu)_2016_1919_en.txt
juridiction,est dans,affaires criminelles,directive_(eu)_2016_1919_en.txt
loi,prevoit pour,imposition de sanctions,directive_(eu)_2016_1919_en.txt
loi,prevoit pour,l'imposition de sanctions en cas d'infractions,directive_(eu)_2016_1919_en.txt
loi,prevoit pour,l'imposition de sanctions pour des infractions mineures,directive_(eu)_2016_1919_en.txt
loi,prevoit pour,imposition,directive_(eu)_2016_1919_en.txt
droite,est dans,procedure penale,directive_(eu)_2016_1919_en.txt
information,est dans,procedure penale,directive_(eu)_2016_1919_en.txt
proces,est dans,procedure penale,directive_(eu)_2016_1919_en.txt
suspects,est dans,procedure penale,directive_(eu)_2016_1919_en.txt
certaines infractions mineures,est dans,certaines infractions mineures au code de la route,directive_(eu)_2016_1919_en.txt
Union europeenne,du journal est,l 297/3 12,directive_(eu)_2016_1919_en.txt
infractions mineures,etre,delits,directive_(eu)_2016_1919_en.txt
Etats membres,dans le journal est,l 297/3 12,directive_(eu)_2016_1919_en.txt
infractions mineures,est dans,par rapport aux reglements communaux generaux,directive_(eu)_2016_1919_en.txt
infractions mineures,etre,infractions penales,directive_(eu)_2016_1919_en.txt
certaines infractions mineures,etre,infractions penales,directive_(eu)_2016_1919_en.txt
certaines infractions,etre,delits,directive_(eu)_2016_1919_en.txt
delits,etre,infractions penales,directive_(eu)_2016_1919_en.txt
certaines infractions mineures,delits dans,par rapport aux reglements communaux generaux,directive_(eu)_2016_1919_en.txt
delits,etre,delits,directive_(eu)_2016_1919_en.txt
certaines infractions mineures,etre,delits,directive_(eu)_2016_1919_en.txt
4.11.2016 fr journal officiel,est dans,Etats membres,directive_(eu)_2016_1919_en.txt
certaines infractions,etre,infractions penales,directive_(eu)_2016_1919_en.txt
il,serait,serait deraisonnable,directive_(eu)_2016_1919_en.txt
il,serait,dans de telles situations serait deraisonnable,directive_(eu)_2016_1919_en.txt
les autorites,assurer,droits en vertu de la directive,directive_(eu)_2016_1919_en.txt
il,serait,dans des situations serait deraisonnable,directive_(eu)_2016_1919_en.txt
autorites competentes,assurer,droits en vertu de la directive,directive_(eu)_2016_1919_en.txt
juridiction,est dans,affaires criminelles,directive_(eu)_2016_1919_en.txt
directif,devrait donc s'appliquer a,seules procedures,directive_(eu)_2016_1919_en.txt
loi,fournit dans,respect,directive_(eu)_2016_1919_en.txt
directif,devrait s'appliquer avant de,procedure,directive_(eu)_2016_1919_en.txt
directif,devrait s'appliquer a,procedure,directive_(eu)_2016_1919_en.txt
directif,devrait donc s'appliquer a,procedure,directive_(eu)_2016_1919_en.txt
directif,devrait donc s'appliquer avant de,seules procedures,directive_(eu)_2016_1919_en.txt
directif,devrait s'appliquer a,seules procedures,directive_(eu)_2016_1919_en.txt
directif,devrait s'appliquer avant de,seules procedures,directive_(eu)_2016_1919_en.txt
directif,devrait donc s'appliquer avant de,procedure,directive_(eu)_2016_1919_en.txt
application,est soumis a,conditions,directive_(eu)_2016_1919_en.txt
application,est,sujet,directive_(eu)_2016_1919_en.txt
Etats membres,appliquer,test de moyens,directive_(eu)_2016_1919_en.txt
l'aide juridique,est,accorde,directive_(eu)_2016_1919_en.txt
Etats membres,devrait,devrait pouvoir,directive_(eu)_2016_1919_en.txt
aide,est,accorde,directive_(eu)_2016_1919_en.txt
suspect,apportant,comparaitre devant l'autorite competente,directive_(eu)_2016_1919_en.txt
suspect,realisation,actes autres que ceux specifiquement vises dans la directive,directive_(eu)_2016_1919_en.txt
suspect,apportant,comparaitre devant l'autorite competente,directive_(eu)_2016_1919_en.txt
suspect,verifier,possession,directive_(eu)_2016_1919_en.txt
suspect,realisation,actes autres que ceux,directive_(eu)_2016_1919_en.txt
suspect,realisation,actes autres que ceux specifiquement vises,directive_(eu)_2016_1919_en.txt
suspect,realisation,actes d'enquete autres que ceux,directive_(eu)_2016_1919_en.txt
enquete,etre,commence,directive_(eu)_2016_1919_en.txt
situations suivantes,identifier,suspect,directive_(eu)_2016_1919_en.txt
personne,comparaitre devant,autorite,directive_(eu)_2016_1919_en.txt
suspect,apportant,apparaitre,directive_(eu)_2016_1919_en.txt
suspect,realisation,agit autre,directive_(eu)_2016_1919_en.txt
suspect,realisation,actes d'enquete autres que ceux specifiquement vises,directive_(eu)_2016_1919_en.txt
suspect,apportant,comparaitre devant l'autorite,directive_(eu)_2016_1919_en.txt
suspect,realisation,actes d'enquete,directive_(eu)_2016_1919_en.txt
suspect,realisation,actes autres que ceux vises,directive_(eu)_2016_1919_en.txt
suspect,realisation,actes d'enquete autres que ceux vises,directive_(eu)_2016_1919_en.txt
personne,comparaitre devant,autorite competente,directive_(eu)_2016_1919_en.txt
suspect,apportant,suspect,directive_(eu)_2016_1919_en.txt
suspect,apportant,personne,directive_(eu)_2016_1919_en.txt
suspect,apportant,apparaitre,directive_(eu)_2016_1919_en.txt
suspect,realisation,actes autres que ceux vises dans la directive,directive_(eu)_2016_1919_en.txt
suspect,verifier,possession d'armes,directive_(eu)_2016_1919_en.txt
suspect,realisation,actes,directive_(eu)_2016_1919_en.txt
suspect,realisation,actes d'enquete autres,directive_(eu)_2016_1919_en.txt
suspect,accuse,personne,directive_(eu)_2016_1919_en.txt
suspect,realisation,actes d'enquete autres que ceux vises par la directive,directive_(eu)_2016_1919_en.txt
suspect,realisation,actes d'enquete autres que ceux specifiquement vises par la directive,directive_(eu)_2016_1919_en.txt
suspect,apportant,comparaitre devant l'autorite,directive_(eu)_2016_1919_en.txt
directif,se couche,regles minimales,directive_(eu)_2016_1919_en.txt
Etats membres,accorder,l'aide juridique,directive_(eu)_2016_1919_en.txt
Etats membres,accorder,aide,directive_(eu)_2016_1919_en.txt
Etats membres,devrait,devrait pouvoir,directive_(eu)_2016_1919_en.txt
ressources suffisantes,payer pour,assistance d'avocat,directive_(eu)_2016_1919_en.txt
ressources suffisantes,payer pour,assistance,directive_(eu)_2016_1919_en.txt
personnes,sont ont dans,article 6 3,directive_(eu)_2016_1919_en.txt
ressources,payer pour,assistance,directive_(eu)_2016_1919_en.txt
ressources,payer pour,assistance d'avocat,directive_(eu)_2016_1919_en.txt
regle minimale,permet,Etats membres,directive_(eu)_2016_1919_en.txt
regle,permet,appliquer,directive_(eu)_2016_1919_en.txt
Etats membres,appliquer,test de moyens,directive_(eu)_2016_1919_en.txt
regle,permet,Etats membres,directive_(eu)_2016_1919_en.txt
regle,permet,postuler,directive_(eu)_2016_1919_en.txt
regle minimale,permet,postuler,directive_(eu)_2016_1919_en.txt
regle minimale,permet,appliquer,directive_(eu)_2016_1919_en.txt
18 Etats membres,devrait se coucher,dispositions concernant l'octroi de l'aide juridictionnelle,directive_(eu)_2016_1919_en.txt
18 Etats membres,devrait se coucher,modalites pratiques de mise a disposition,directive_(eu)_2016_1919_en.txt
Etats membres,devrait se coucher,dispositions pratiques,directive_(eu)_2016_1919_en.txt
Etats membres,devrait se coucher,arrangements,directive_(eu)_2016_1919_en.txt
18 Etats membres,devrait se coucher,modalites pratiques concernant l'octroi de l'aide juridictionnelle,directive_(eu)_2016_1919_en.txt
18 Etats membres,devrait se coucher,les modalites pratiques d'octroi de l'aide,directive_(eu)_2016_1919_en.txt
Etats membres,devrait se coucher,dispositions concernant l'octroi de l'aide juridictionnelle,directive_(eu)_2016_1919_en.txt
Etats membres,devrait se coucher,dispositions relatives a l'octroi de l'aide,directive_(eu)_2016_1919_en.txt
18 Etats membres,devrait se coucher,dispositions concernant la fourniture,directive_(eu)_2016_1919_en.txt
18 Etats membres,devrait se coucher,dispositions relatives a l'octroi de l'aide,directive_(eu)_2016_1919_en.txt
Etats membres,devrait se coucher,dispositions concernant la fourniture,directive_(eu)_2016_1919_en.txt
18 Etats membres,devrait se coucher,dispositions pratiques,directive_(eu)_2016_1919_en.txt
Etats membres,devrait se coucher,modalites pratiques concernant l'octroi de l'aide juridictionnelle,directive_(eu)_2016_1919_en.txt
Etats membres,devrait se coucher,les modalites pratiques d'octroi de l'aide,directive_(eu)_2016_1919_en.txt
Etats membres,devrait se coucher,modalites pratiques de mise a disposition,directive_(eu)_2016_1919_en.txt
18 Etats membres,devrait se coucher,arrangements,directive_(eu)_2016_1919_en.txt
l'aide juridique,est accorde a la suite,demande du suspect,directive_(eu)_2016_1919_en.txt
l'aide juridique,est accorde a la suite,demande,directive_(eu)_2016_1919_en.txt
l'aide juridique,est,accorde,directive_(eu)_2016_1919_en.txt
aide,est,accorde,directive_(eu)_2016_1919_en.txt
aide,est accorde a la suite,demande du suspect,directive_(eu)_2016_1919_en.txt
aide,est accorde a la suite,demande,directive_(eu)_2016_1919_en.txt
les autorites,devrait accorder sans,retard injustifie,directive_(eu)_2016_1919_en.txt
autorites competentes,devrait accorder sans,retard,directive_(eu)_2016_1919_en.txt
les autorites,devrait accorder une aide sans,retard injustifie,directive_(eu)_2016_1919_en.txt
les autorites,devrait accorder sans,retard,directive_(eu)_2016_1919_en.txt
autorites competentes,devrait accorder une aide sans,retard injustifie,directive_(eu)_2016_1919_en.txt
autorites competentes,devrait accorder une aide sans,retard,directive_(eu)_2016_1919_en.txt
autorites competentes,devrait accorder sans,retard injustifie,directive_(eu)_2016_1919_en.txt
les autorites,devrait accorder,aide,directive_(eu)_2016_1919_en.txt
les autorites,devrait accorder,l'aide juridique,directive_(eu)_2016_1919_en.txt
autorites competentes,devrait accorder,aide,directive_(eu)_2016_1919_en.txt
les autorites,devrait accorder une aide sans,retard,directive_(eu)_2016_1919_en.txt
autorites competentes,devrait accorder,l'aide juridique,directive_(eu)_2016_1919_en.txt
personnes demandees,avoir du,droit a l'aide a l'execution Etat membre,directive_(eu)_2016_1919_en.txt
personnes demandees,avoir du,droit a l'aide juridictionnelle,directive_(eu)_2016_1919_en.txt
personnes demandees,avoir du,droite,directive_(eu)_2016_1919_en.txt
personnes,avoir du,droit a l'aide juridictionnelle,directive_(eu)_2016_1919_en.txt
personnes,avoir du,droite,directive_(eu)_2016_1919_en.txt
personnes demandees,avoir du,droit a l'aide dans l'Etat membre,directive_(eu)_2016_1919_en.txt
personnes,avoir du,droit a l'aide,directive_(eu)_2016_1919_en.txt
personnes demandees,avoir du,droit a l'aide juridictionnelle dans l'Etat membre,directive_(eu)_2016_1919_en.txt
personnes,avoir du,droit a l'assistance judiciaire dans l'Etat membre d'execution,directive_(eu)_2016_1919_en.txt
personnes,avoir du,droit a l'aide juridictionnelle dans l'Etat membre,directive_(eu)_2016_1919_en.txt
personnes,avoir du,droit a l'aide dans l'Etat membre,directive_(eu)_2016_1919_en.txt
personnes demandees,avoir du,droit a l'aide,directive_(eu)_2016_1919_en.txt
l'aide juridique,est dans,Etat membre d'execution,directive_(eu)_2016_1919_en.txt
personnes,avoir du,droit a l'aide a l'execution Etat membre,directive_(eu)_2016_1919_en.txt
personnes demandees,avoir du,droit a l'assistance judiciaire dans l'Etat membre d'execution,directive_(eu)_2016_1919_en.txt
de telles decisions,est dans,Etat membre,directive_(eu)_2016_1919_en.txt
personnes demandees,droit a,aide,directive_(eu)_2016_1919_en.txt
Etats membres,devrait assurer,l fr journal officiel de l'union europeenne pour assurer,directive_(eu)_2016_1919_en.txt
personnes,droit a,l'aide juridique,directive_(eu)_2016_1919_en.txt
Etats membres,devrait assurer,l 297/4 fr journal officiel de l'union europeenne pour assurer,directive_(eu)_2016_1919_en.txt
ils,sont,jusqu'a ce qu'il se rende,directive_(eu)_2016_1919_en.txt
ils,sont,rendu,directive_(eu)_2016_1919_en.txt
personnes,droit a,aide,directive_(eu)_2016_1919_en.txt
personnes demandees,droit a,l'aide juridique,directive_(eu)_2016_1919_en.txt
Etats membres,devrait assurer,l 297/4 FR journal officiel de l'union europeenne assurer,directive_(eu)_2016_1919_en.txt
Etats membres,devrait assurer,l fr journal officiel de l'union europeenne assurer,directive_(eu)_2016_1919_en.txt
respect,execution,Etats membres,directive_(eu)_2016_1919_en.txt
respect,execution,directif,directive_(eu)_2016_1919_en.txt
ils,devrait respecter les principes des nations unies en,Ce faisant,directive_(eu)_2016_1919_en.txt
ils,devrait respecter les principes des nations unies en,action,directive_(eu)_2016_1919_en.txt
ils,devrait respecter sur,l'acces a l'aide juridique dans les systemes de justice penale,directive_(eu)_2016_1919_en.txt
ils,devrait respecter les principes des nations unies sur,acces a l'aide juridictionnelle,directive_(eu)_2016_1919_en.txt
ils,doit respecter,principes des nations unies,directive_(eu)_2016_1919_en.txt
ils,devrait respecter les principes des nations unies sur,acces aux systemes de justice penale,directive_(eu)_2016_1919_en.txt
principes des nations unies,acces,des lignes directrices,directive_(eu)_2016_1919_en.txt
ils,devrait respecter sur,acces aux systemes de justice penale,directive_(eu)_2016_1919_en.txt
ils,devrait respecter dans,action,directive_(eu)_2016_1919_en.txt
ils,devrait respecter dans,Ce faisant,directive_(eu)_2016_1919_en.txt
ils,devrait respecter sur,acces,directive_(eu)_2016_1919_en.txt
ils,devrait respecter les principes des nations unies sur,l'acces a l'aide juridique dans les systemes de justice penale,directive_(eu)_2016_1919_en.txt
ils,devrait respecter sur,acces a l'aide juridictionnelle,directive_(eu)_2016_1919_en.txt
acces,est dans,systemes de justice penale,directive_(eu)_2016_1919_en.txt
ils,devrait respecter les principes des nations unies sur,acces,directive_(eu)_2016_1919_en.txt
